,Album,Song,Link,lyrics
51,For You (2014),My Dilemma 2.0,https://lyrics.az/selena-gomez/for-you/my-dilemma-2-0.html,"You make me so upset sometimes
I feel like I could lose my mind
The conversation goes nowhere
Cuz you're never gonna take me there
And I know what I know
And I know you're no good for me
Yeah, I know, what I know
And I know it's not mean to be
Here is my dilemma
One half of me wants ya
And the other half wants to forget
My-My-My dilemma
From the moment I met ya
I just can't get you out of my head
And I tell myself to run from you
But I find myself attracted to my dilemma
My dilemma, it's you
Your eyes have told a thousand lies
But I believe 'em when they look in mine
I hear rumors but you won't come clean
I guess I'm hoping it's because of me
And I know what know
And I know you're no good for me
Yeah, I know, what I know
And I know it's not mean to be



Here is my dilemma
One half of me wants ya
And the other half wants to forget
My-My-My dilemma
From the moment I met ya
I just can't get you out of my head
And I tell myself to run from you
But I find myself attracted to my dilemma
My dilemma, it's you
I could live without you
You smile, your eyes
The way you make me feel inside
I could live without you
But I don't wanna
I don't wanna, oh
You make me so upset sometimes
Here is my dilemma
One half of me wants ya
And the other half wants to forget
My-My-My dilemma
From the moment I met ya
I just can't get you out of my head
And I tell myself to run from you
But I find myself attracted to my dilemma
My dilemma, it's you
It's you
My-My-My dilemma"
52,For You (2014),Naturally,https://lyrics.az/selena-gomez/for-you/naturally.html,"[Verse 1]
How you choose to express yourself
It's all your own, and I can tell it comes naturally
It comes naturally
You follow what you feel inside
It's intuitive, you don't have to try it comes naturally
Mmm, it comes naturally
[Pre-Chorus]
And it takes my breath away
What you do so naturally
[Chorus]
You are the thunder and I am the lightning
And I love the way you know who you are
And to me it's exciting when you know it's meant to be
Everything comes naturally, it comes naturally
When you're with me, baby
Everything comes naturally, it comes naturally
Ba- ba- baby
[Verse 2]
You have a way of moving me
A force of nature, your energy, it comes naturally
(You know it does) It comes naturally
Oh yeah
[Pre-Chorus]
And it takes my breath away (Every time)
What you do so naturally
[Chorus]
You are the thunder and I am the lightning
And I love the way you know who you are
And to me it's exciting when you know it's meant to be



Everything comes naturally, it comes naturally
When you're with me, baby
Everything comes naturally, it comes naturally
[Bridge]
When we collide, sparks fly
When you look in my eyes, it takes my breath away
You are!
[Chorus]
You are the thunder and I am the lightning
And I love the way you know who you are
And to me it's exciting when you know it's meant to be
Everything comes naturally, it comes naturally
When you're with me, baby
Everything comes naturally, it comes naturally
Ba- ba- baby
You are the thunder and I am the lightning
And I love the way you know who you are
And to me it's exciting when you know it's meant to be
Everything comes naturally, it comes naturally
When you're with me, baby
Everything comes naturally, it comes naturally
Ba- ba- baby
[Outro]
Naturally, naturally, naturally, naturally, naturally
Ba- ba- baby
Naturally, naturally, naturally, naturally, naturally
Everything, baby, comes naturally"
53,For You (2014),Round & Round,https://lyrics.az/selena-gomez/for-you/round-round.html,"[Verse 1]
You see me standing there and act like you don't know me
But last night you were calling me, saying you want me
Oh, why you always make me feel like I'm the one that's crazy?
You feel my heart racing, my, my heart racing
[Pre-Chorus]
Boy, I need you here with me
We can't go on this way
I'm falling hard for you
All I can say
[Chorus]
We're going round and round
We're never going to stop going round and round
We'll never get where we're going
Round and round
Well you're going to miss me, cause I'm getting dizzy
Going round and round and round
[Verse 2]
You come to pull me close and whisper in my ear
You always told me lies, I've cried out all my tears
I push my feelings to the side but then you bring them back
B-b-bring 'em back, now you got me singing
[Pre-Chorus]
Boy, I need you here with me
We can't go on this way



I'm falling hard for you
All I can say
[Chorus]
We're going round and round
We're never going to stop going round and round
We'll never get where we're going
Round and round
Well you're going to miss me, cause I'm getting dizzy
Going round and round and round
[Bridge]
Love me or love me not
I'm staring at the clock
I pick them flower petals off and then I watch them drop
Love me or love me not
I'm staring at the clock
I pick them flower petals off and then I watch them drop
[Breakdown]
Boy, I need you here with me
We can't go on this way
I'm falling hard for you
All I can say
[Chorus] (2x)
We're going round and round
We're never going to stop going round and round
We'll never get where we're going
Round and round
Well you're going to miss me, cause I'm getting dizzy
Going round and round and round"
54,For You (2014),Round And Round,https://lyrics.az/selena-gomez/for-you/round-and-round.html,"Round and round
Round and round
Round and round
You see me standing there
And act like you don't know me
But last night you were calling me
Saying you want me
Oh why you always make me feel
Like I'm the one that's crazy
You feel my heart racing
My-my heart racing
Boy, I need you here with me
We cant go on this way
I'm falling hard for you
All I can say we're
Going round and round
We're never gonna stop
Going round and round
We'll never get where
We're going
Round and round
Well your gonna miss me
'Cause I'm getting dizzy
Going round and round
Round and round
You tried to pull me close
And whisper in my ear
You always told me lies
I cried out all my tears
I pushed my feelings to the side
But then you bring them back
B-bring 'em back
Now you got me singing
Boy, I need you here with me
We cant go on this way
I'm falling hard for you
All I can say we're
Going round and round



We're never gonna stop
Going round and round
We'll never get where
We're going
Round and round
Well your gonna miss me
'Cause I'm getting dizzy
Going round and round
Round and round
Love me or love me not
I'm staring at the clock
I pick them flower petals off
And then I watch the drop
Love me or love me not
I'm staring at the clock
I pick them flower petals off
And then I watch them drop
Boy, I need you here with me
I can't go on this way
I'm falling hard for you
All I can say
Round and round
We're never gonna stop
Going round and round
We'll never get where we're going
Round and round
Well you're gonna miss me
'Cause I'm getting dizzy
Going round and round and
Round and round
We're never gonna stop going
Round and round
We'll never get where we're going
Round and round
Well your gonna miss me
'Cause I'm getting dizzy
Going round and round and round"
55,For You (2014),Slow Down,https://lyrics.az/selena-gomez/for-you/slow-down.html,"[Verse 1]
Now that I have captured your attention
I wanna steal you for a rhythm intervention
Mr. TSA, I'm ready for inspection
Show me how you make a first impression
[Pre-Chorus]
Oh, oh
Can we take it nice and slow, slow?
Break it down and drop it low, low
Cause I just wanna party all night in the neon lights
'Til you can't let me go
[Chorus]
I just wanna feel your body right next to mine
All night long, baby, slow down the song
And when it's coming closer to the end hit rewind
All night long, baby, slow down the song
Yeah, baby, slow down the song
Yeah, baby, slow down the song
[Verse 2]
If you want me, I'm accepting applications
So long as we keep this record on rotation
You know I'm good with mouth-to-mouth resuscitation
Breathe me in, breathe me out
So amazing
[Pre-Chorus]
Oh, oh
Can we take it nice and slow, slow?
Break it down and drop it low, low
Cause I just wanna party all night in the neon lights
'Til you can't let me go
[Chorus]
I just wanna feel your body right next to mine



All night long, baby, slow down the song
And when it's coming closer to the end hit rewind
All night long, baby, slow down the song
Yeah, baby, slow down the song
Yeah, baby, slow down the song
[Bridge]
Breathe me in, breathe me out
The music's got me going
Breathe me in, breathe me out
No stopping 'til the morning
Breathe me in, breathe me out
You know I'm ready for it, for it, for it, yeah
Breathe me in, breathe me out
The music's got me going
Breathe me in, breathe me out
No stopping 'til the morning
Breathe me in, breathe me out
You know I'm ready for it, for it, for it, yeah
[Interlude]
It's The Cataracts
[Chorus]
I just wanna feel your body right next to mine
All night long, baby, slow down the song
And when it's coming closer to the end hit rewind
All night long, baby, slow down the song
Yeah, baby, slow down the song
Yeah, baby, slow down the song
[Outro]
How do I do it?
It's The Cataracs
Ha ha ha"
56,For You (2014),Tell Me Something I Don't Know,https://lyrics.az/selena-gomez/for-you/tell-me-something-i-dont-know.html,"Everybody tells me
That it's so hard to make it,
Yet so hard to break it,
And there's no way to fake it,
Everybody tells me that it's wrong what I'm feeling,
I shouldn't believe in,
The dreams that I'm dreaming,
I hear it everyday,
I hear it all the time,
I'm never gonna amount to much,
But they're never gonna change my mind.
No
Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know,
Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know.
How many inches in a mile,
What it takes to make you smile.
Getcha not to treat me like a child, baby.
Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know.
(Tell me, tell me something I don't know)
(Tell me, tell me something I don't know)
Everybody tells me
I don't know what I'm doing,
This life I'm pursuing,
The odds of me losing.
Everybody tells me that it's one in a million,
More like one in a billion,
Oh, one in a zillion.
I hear it everyday,
I hear it all the time,
I'm never gonna amount to much,
But they're never gonna change my mind.
No
Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know,



Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know.
How many inches in a mile,
What it takes to make you smile,
Getcha not to treat me like a child, baby.
Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know,
Selena, hit the track
Like Catrina makes a
wish like Medina
Make em say 'I'm ready'
Are you ready for it?
Yeah I'm ready for it.
Really ready for it?
Yeah I'm ready for it.
I'm on my way,
I know I'm gonna get there someday,
It doesn't help when you say,
It won't be easy.
Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know,
Tell me, tell me, tell me,
Something I don't know,
Something I don't know,
Something I don't know.
How many inches in a mile,
What it takes to make you smile,
Getcha not to treat me like a child, baby.
Tell me, tell me, tell me,
something I don't know,
something I don't know,
something I don't know,
Tell me, tell me, tell me,
something I don't know,
something I don't know,
something I don't know,
Tell me, tell me, tell me,
something I don't know,
something I don't know,
something I don't know.
Tell me"
57,For You (2014),The Heart Wants What It Wants,https://lyrics.az/selena-gomez/for-you/the-heart-wants-what-it-wants.html,"[Verse]
You got me sipping on something
I can't compare to nothing
I've ever known, I'm hoping
That after this fever I'll survive
I know I'm acting a bit crazy
Strung out, a little bit hazy
Hand over heart, I'm praying
That I'm gonna make it out alive
[Chorus]
The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants
[Verse 2]
You got me scattered in pieces
Shining like stars and screaming
Lighting me up like Venus
But then you disappear and make me wait
And every second's like torture
Hell over trip, no more so
Finding a way to let go
Baby, baby no I can't escape
[Chorus]
The bed's getting cold and you're not here



The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants
The heart wants what it wants
[Bridge]
This is a modern fairy-tale
No happy endings
No wind in our sails
But I can't imagine a life without
Breathless moments
Breaking me down
[Chorus]
The bed's getting cold and you're not here
The future that we hold is so unclear
But I'm not alive until you call
And I'll bet the odds against it all
Save your advice 'cause I won't hear
You might be right but I don't care
There's a million reasons why I should give you up
But the heart wants what it wants
The heart wants what it wants, baby
It wants what it wants baby
It wants what it wants.."
58,For You (2014),Who Says,https://lyrics.az/selena-gomez/for-you/who-says.html,"[Intro]
I wouldn't wanna be anybody else, hey!
[Verse 1]
You made me insecure
Told me I wasn't good enough
But who are you to judge
When you're a diamond in the rough?
I'm sure you got some things
You'd like to change about yourself
But when it comes to me
I wouldn't want to be anybody else
[Pre-Chorus]
I'm no beauty queen, I'm just beautiful me
You've got every right to a beautiful life
Come on
[Chorus]
Who says?
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurting?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?
[Verse 2]
It's such a funny thing
How nothing's funny when it's you
You tell 'em what you mean
But they keep whiting out the the truth
It's like the work of art that never get to see the light
Keep you beneath the stars
Won't let you touch the sky
[Pre-Chorus]
I'm no beauty queen, I'm just beautiful me
You've got every right to a beautiful life



Come on
[Chorus]
Who says?
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurting?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?
[Bridge]
Who says you're not star potential?
Who says you're not presidential?
Who says you can't be in movies?
Listen to me, listen to me
Who says you don't pa** the test?
Who says you can't be the best?
Who said, who said?
Would you tell me who said that?
Yeah, Who said?
[Chorus]
Who says?
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurting?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?
[Outro]
Who says you're not perfect?
Who says you're not worth it?
Who says you're the only one that's hurting?
Trust me, that's the price of beauty
Who says you're not pretty?
Who says you're not beautiful?
Who says?"
59,Slow Down (2013),Come & get it - cosmic dawn club remix,https://lyrics.az/selena-gomez/slow-down/come-get-it-cosmic-dawn-club-remix.html,"When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready
When you're ready
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
You ain't gotta worry, it's an open invitation
I'll be sittin' right here, real patient
All day, all night, I'll be waitin' standby
Can't stop because I love it, hate the way I love you
All day, all night, maybe I'm addicted for life, no lie
I'm not too shy to show I love you, I got no regrets
I love you much, too much to hide you, this love ain't
Finished yet
This love ain't finished yet
So baby whenever you're ready
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready
When you're ready
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready
When you're ready
When you're ready, come and get it
Na na na na



Na na na na
Na na na na
You got the kind of love that I want, let me get that
And baby once I get it, I'm yours, no take backs
I'm gon' love you for life, I ain't leaving your side
Even if you knock it, ain't no way to stop it
Forever you're mine, baby I'm addicted, no lie, no lie
I'm not too shy to show I love you, I got no regrets
So baby whenever you're ready
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready
When you're ready
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
This love will be the d**h of me
But I know I'll die happily
I'll know, I'll know, I'll know
Because you love me so
Yeah!
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready, come and get it
Na na na na
Na na na na
Na na na na
When you're ready
When you're ready
When you're ready, come and get it
Na na na na
Na na na na
Na na na na"
60,Stars Dance (2013),B.E.A.T.,https://lyrics.az/selena-gomez/stars-dance/b-e-a-t.html,"[Chorus]
It's a big bad world, but I ain't ashamed
I like the lights in my hand and the beat in my face
It's a big bad world, but I ain't ashamed
I like the lights in my hand and the beat in my face
[Hook]
B-b-b-beat in my face, b-b-b-beat in my face
I like the lights in my hand and the beat in my face
B-b-b-beat in my face, b-b-b-beat in my face
I like the lights in my hand and the beat in my face
[Verse 1]
Imma make you bend your back, back, b-b-back, back
Ey yo, ey yo
Oh my god, this beat is crack
When I do this, you do that
[Refrain]
I feel like dancing when I hear that sound
Just wanna do it, eh, just wanna do it, eh
I feel like dancing when I hear that sound
Just wanna do it, eh, just wanna do it, eh
[Chorus]
It's a big bad world, but I ain't ashamed
I like the lights in my hand and the beat in my face
It's a big bad world, but I ain't ashamed
I like the lights in my hand and the beat in my face
[Hook]
B-b-b-beat in my face, b-b-b-beat in my face
I like the lights in my hand and the beat in my face



B-b-b-beat in my face, b-b-b-beat in my face
I like the lights in my hand and the beat in my face
[Verse 2]
Imma bring the party back, back, b-b-back, back
Ey yo, ey yo
We gon' blow the thermostat
When I do this, you do that
[Refrain]
I feel like dancing when I hear that sound
Just wanna do it, eh, just wanna do it, eh
I feel like dancing when I hear that sound
Just wanna do it, eh, just wanna do it, eh
[Chorus]
It's a big bad world, but I ain't ashamed
I like the lights in my hand and the beat in my face
It's a big bad world, but I ain't ashamed
I like the lights in my hand and the
[Breakdown]
Beat beat beat (c'mon)
Beat beat beat (ba**) beat beat beat (ba**)
Automatic, dance-o-matic, I can't get enough
I can't get enough, I can't get enough of dat
Beat in my face
[Hook]
B-b-b-beat in my face, b-b-b-beat in my face
I like the lights in my hand and the beat in my face
B-b-b-beat in my face, b-b-b-beat in my face
I like the lights in my hand and the beat in my face"
61,Stars Dance (2013),Birthday,https://lyrics.az/selena-gomez/stars-dance/birthday.html,"[Chorus]
Tell 'em that it's my birthday
Tell 'em that it's my birthday
Tell 'em that it's my birthday when I party like that
Every night's my birthday
They don't know, so it's okay
Tell 'em that it's my birthday, when I party like that
[Drop]
(Uh, uh-uh-uh) Jazz it up
(Uh, uh-uh-uh) Jazz it up
[Verse 1]
Happy as can be, fallin' into you
Fallin' into me (So yummy!)
How do you do? Come and meet the queen
C-c-cake and cream
[Pre-Chorus]
Blow your dreams, blow your dreams
Blow your dreams away with me
Blow your dreams, blow your dreams
Blow your dreams away with me
[Chorus]
Tell 'em that it's my birthday
Tell 'em that it's my birthday
Tell 'em that it's my birthday when I party like that
Every night's my birthday
They don't know, so it's okay
Tell 'em that it's my birthday, when I party like that
[Drop]
(Uh, uh-uh-uh) Jazz it up
(Uh, uh-uh-uh) Jazz it up
[Verse 2]
Feeling fine and free, crashing into you
Crashing into me (So yummy!)
It's all I wanna do, come and dance with me
Pretty please
[Pre-Chorus]
Blow your dreams, blow your dreams
Blow your dreams away with me
Blow your dreams, blow your dreams
Blow your dreams away with me
[Chorus]
Tell 'em that it's my birthday



Tell 'em that it's my birthday
Tell 'em that it's my birthday when I party like that
Every night's my birthday
They don't know, so it's okay
Tell 'em that it's my birthday, when I party like that
[Drop]
(Uh, uh-uh-uh) Jazz it up
(Uh, uh-uh-uh) Jazz it up
[Breakdown]
Blow your dreams, blow your dreams
Blow your dreams away with me
Blow your dreams, blow your dreams
Blow your dreams away with me
Blow your dreams, blow your dreams
Blow your dreams away with me
Blow your dreams, blow your dreams
Blow your dreams away with me
Party on baby!
[Chorus]
Tell 'em that it's my birthday
Tell 'em that it's my birthday
Tell 'em that it's my birthday when I party like that
Every night's my birthday
They don't know, so it's okay
Tell 'em that it's my birthday, when I party like that
[Drop]
(Uh, uh-uh-uh) Jazz it up
(Uh, uh-uh-uh) Jazz it up
[Chorus]
Tell 'em that it's my birthday
Tell 'em that it's my birthday
Tell 'em that it's my birthday when I party like that
Every night's my birthday
They don't know, so it's okay
Tell 'em that it's my birthday, when I party like that
[Drop]
(Uh, uh-uh-uh) Jazz it up
(Uh, uh-uh-uh) Jazz it up"
62,Stars Dance (2013),Forget Forever,https://lyrics.az/selena-gomez/stars-dance/forget-forever.html,"I told, I told, I told myself again
I’ll never runnin’ back on what I said
Tryin’ not to run but you’re so far away, so far away
Listen to the conscience in my head
I’m conscious but I’m lonely halfway dead
Tired of the thing you never, you never said
You never said
[Chorus]
Our love was made to rule the world
You came and broke the perfect girl
Our love was made to rule the world
Our love was made to rule the world
You left wanting what we were
Our love was made to rule the world
[Beat break]
Forget forever, forget forever
sponsored links



Forget you ever knew my name, my name, my name, my name
I know, I know, I know we can’t pretend that we never lovers in the end
I’ve tired to tell myself that this pain would go away
Just go away
[Chorus]
Our love was made to rule the world
You came and broke the perfect girl
Our love was made to rule the world
Our love was made to rule the world,
You left wanting what we were
Our love was made to rule the world
[Beat break]
Forget forever, forget forever
Forget you ever knew my name, my name, my name, my name
Forget forever"
63,Stars Dance (2013),I Like It That Way,https://lyrics.az/selena-gomez/stars-dance/i-like-it-that-way.html,"You're so hot (not?)
But if I can be honest
Baby, you're all that I've got
You're so cool (not?)
But if you didn't notice
You got me playing a fool
With you
'Cause you're not my type
This can't be true
I don't know why
I'm all about you
If it's real then tell me so
'Cause I'm not letting you go
We will never change
In and out of love but I like it that way
We will never change our minds
But I want you to stay up all night
We cross the line
'Cause wrong is right
When we're together
We will never change
In and out of love but I like it that way
You're so... you (ew, gross)
But there's something about you
It's making me feel like I do
With you
'Cause you're not my type
This can't be true
I don't know why



I'm all about you
If it's real then tell me so
'Cause I'm not letting you go
We will never change
In and out of love but I like it that way
We will never change our minds
But I want you to stay up all night
We cross the line
'Cause wrong is right
When we're together
We will never change
In and out of love but I like it that way
Not my type
This can't be, can't be true
We will
I'm all about, about
If it's real then tell me so
'Cause I'm not letting go
We will never change
In and out of love but I like it that way
We will never change our minds
But I want you to stay up all night
We cross the line
'Cause wrong is right
When we're together
We will never change
In and out of love but I like it that way"
64,Stars Dance (2013),Like A Champion,https://lyrics.az/selena-gomez/stars-dance/like-a-champion.html,"Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Tonight we come alive
Stand up 'cause you got the pride
Dancing and the sweat don't dry
Once shot so baby hit it right
No doubt 'cause we young and free
Walk like you run the city, like your name in the sky
Live it up 'cause baby it's your time
It's in the way you hold yourself
You gotta know you're something else
Just show 'em that you've never felt so s**y, s**y, s**y
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
sponsored links
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam
We got nothing to lose, we got nothing to prove
Shine like diamonds in the sky
Live it up 'cause baby it's your time
It's in the way you hold yourself
You gotta know you're something else
Just show 'em that you've never felt so s**y, s**y, s**y



Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Stand up, let 'em know that you shine bright
Throw down, let 'em know that you got fight
Walk like a champion, walk like a champion
Stand up, let 'em know that you shine bright
Throw down, let 'em know that you got fight
Just show 'em that you've never felt so s**y, s**y, s**y
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion
Ram pa pa pam pam, ram pa pa pam pam
Walk like a champion, talk like a champion"
65,Stars Dance (2013),Love Will Remember,https://lyrics.az/selena-gomez/stars-dance/love-will-remember.html,"[voicemail]
Hey babe it’s me, I just wanted to call to tell you that
I love you so so so so much,
Just wanted to let you know that you are my princess,
You are worthy of all of the love in the world,
You are the love of my life.
Now's all we got,
And time can't be bought,
I know it inside my heart
Forever will forever be ours,
Even if we try to forget,
Love will remember
[verse 1]
You said you loved me,
I said I loved you back,
What happened to that?
sponsored links
What happened to that?
All your promises,
And all the plans we had,
What happened to that?
What happened to that?
Boom gone, yeah we move on
Even if we try to forget
[chorus]
Love will remember you,
Love will remember me,



I know it inside my heart,
Forever will, forever be ours,
Even if we try to forget,
Love will remember 5x
[verse 2]
The trips we dream of takin',
The tags left on the map,
What happened to that?
What happened to that?
When all you had was nothing,
When all we did was laugh,
What happened? what happened?
What happened to that?
Boom gone, yeah we move on
Even if we try to forget
[chorus]
Love will remember 5x
[bridge]
Break down the worlds,
Let heaven in,
Somewhere in forever
We'll dance again,
We used to be inseparable,
I used to think I was irreplaceable,
We let the hole out,
Before we blew it up,
I just dont know how we screwed it up
Forever 3x
[chorus]
Love will remember 4x"
66,Stars Dance (2013),Lover In Me,https://lyrics.az/selena-gomez/stars-dance/lover-in-me.html,"In the dark we can see
Feel your hand touching me
Run away from a world outside we know
In your lips I confide
In our love we can hide
Run away from a world outside we know
And when I'm wakin' next to you
I know I'm not the lonely people
That we used to be, used to be
I'm never givin' up on this
The lover in me is the lover in you
And you can't stop my heart
You're takin' on me like I'm takin' on you
And it's my favorite part
Don't let go, don't let go tonight
And you can't stop my heart
The lover in me is the lover in you
'Cause we fit perfectly when you lay over me
Run away from a world outside we know
And when I'm wakin' next to you
I know I'm not the lonely people
That we used to be, used to be



I'm never givin' up on this
The lover in me is the lover in you
And you can't stop my heart
You're takin' on me like I'm takin' on you
And it's my favorite part
Don't let go, don't let go tonight
And you can't stop my heart
The lover in me is the lover in you
The lover in me is the lover in you tonight
And you can't stop my heart
The lover in me is the lover in you tonight
And it's my favorite part
And it's my favorite part
The lover in me is the lover in you
And you can't stop my heart
You're takin' on me like I'm takin' on you
And it's my favorite part
Don't let go, don't let go tonight
And you can't stop my heart
The lover in me is the lover in you
The lover in me is the lover in you"
67,Stars Dance (2013),Music Feels Better,https://lyrics.az/selena-gomez/stars-dance/music-feels-better.html,"All I need is love
That's what you give
I'm taking it tonight
All I need is touch
That's what I feel
When your skin's on mine
And with you the music's better
Just want us to be together 24/7
And all of the corners brighter
Cause you see me up on fire
The music feels better with you
So much better with you
The music feels better with you
So much better with you
The music feels better with you
The music feels better with you
sponsored links
All I need is truth
That's what you are
And everything's alive
Everything is here right where you are
You're every reason why
And with you the music's better



Just want us to be together 24/7
And all of the corners brighter
Cause you see me up on fire
The music feels better with you
So much better with you
The music feels better with you
So much better with you
The music feels better with you
The music feels better with you
And with you the music's better
And all of the corners brighter
Cause you see me up on fire
Cause you see me up on fire
The music feels better with you
So much better with you
The music feels better with you
So much better with you
The music feels better with you
The music feels better with you
The music feels better with you"
68,Stars Dance (2013),Nobody Does It Like You,https://lyrics.az/selena-gomez/stars-dance/nobody-does-it-like-you.html,"You're my bad boy fairytale, then... with the dark side
I wanna be your bad girl; you bring up my wild side
Your eyes, your lips, your touch
This talks and twisted rush, your s**y kind of swage
The best I ever had,
No body, no body, no, no, no body, no body does it like you
No body, no body, no, no, no body, no body does it like you
You got me felling so cut up but I love all the crazy things you make me do
No body, no body, no, no, no body, no body, no
No, I can't go back to the way it was, to the way it was, to the way it was,
No, I can't go back to the way it was, to the way it was, to the way it was,
I wanna be a bad girl, you you bring up my wild side 



I wanna be a bad girl, you you bring up my dark side
No body, no body, no, no, no body, no body does it like you
No body, no body, no, no, no body, no body does it like you
You got me felling so cut up but I love all the crazy things you make me do
sponsored links
No body, no body, no, no, no body, no body, no body,
No, I can't go back to the way it was, to the way it was, to the way it was,
No I cant go back
No, I can't go back to the way it was, to the way it was, to the way it was,
No, I can't go back
No, I can't go back to the way it was, to the way it was, to the way it was,
I wanna be a bad girl, you you bring up my wild side"
69,Stars Dance (2013),Sad Serenade,https://lyrics.az/selena-gomez/stars-dance/sad-serenade.html,"[Verse 1]
Happier times flash through my mind
We both say it's over, and I believe it this time
All the pain that I hide
Let it play through the night
[Chorus]
A sad, sad serenade, sad serenade
We almost got it right
A sad, sad serenade, sad serenade
For every broken heart tonight
All the love, that we made
Turn it up, let it play
A sad, sad serenade, sad serenade
[Verse 2]
I won't regret what I won't forget
Memories and your number are all I have left
I wish you the best, I really do
Even though I know that I'm still not over you
I know that we are both to blame
I can't believe, you didn't fight harder for me!
[Chorus]
It's a sad, sad serenade, sad serenade
We almost got it right



A sad, sad serenade, sad serenade
For every broken heart tonight
All the love, that we made
Turn it up, let it play
A sad, sad serenade, sad serenade
[Bridge]
The more you love, the more it hurts
When it ends, when it's over
All that's left are the memories
Playing over, and over
In your head, in your heart
Turn it up, make it stop
Tonight, all over the world
The most beautiful song ever heard
[Chorus]
Is a sad, sad serenade, sad serenade
We almost got it right
A sad, sad serenade, sad serenade
For every broken heart tonight
All the love, that we made
Turn it up, let it play
A sad, sad serenade, sad serenade
A sad, sad serenade, sad serenade
A sad, sad serenade, sad serenade"
70,Stars Dance (2013),Save the Day,https://lyrics.az/selena-gomez/stars-dance/save-the-day.html,"Kiss the moon goodbye
But don't close your eyes, your eyes
It's the end of the night
But the beginning of time for you and I
I can't believe that my body is still moving
It makes me feel like we're doing something right
Baby, when the night starts slipping
When the night starts slipping
When the night starts slipping away
Boy, you keep my heartbeat skipping
When you touch me even though
The time is ticking away
Just tell me it's not over
And we'll never reach the end
But when the night starts slipping away
Save the day
sponsored links
Save the day
Save the day
Yeah, we're still wide awake
Got me losing my mind, my mind
No, it's never too late
Put your lips on mine
In the burning sunlight
I can't believe that my body is still moving
It makes me feel like we're doing something right



Baby, when the night starts slipping
When the night starts slipping
When the night starts slipping away
Boy, you keep my heartbeat skipping
When you touch me even though
The time is ticking away
Just tell me it's not over
And we'll never reach the end
But when the night starts slipping away
Save the day
Save the day
Save the day
Kiss the moon goodbye
But don't close your eyes, eyes, eyes
Baby, when the night starts slipping
When the night starts slipping
When the night starts slipping away
Boy, you keep my heartbeat skipping
When you touch me even though
The time is ticking away
Just tell me it's not over
And we'll never reach the end
But when the night starts slipping away
Save the day
Save the day
Save the day"
